result_index,generate_time,from_robot,to_robot,x,y,tx,ty,r,match_score,t_error,r_error
437,1246.990000,/tb3_0,/tb3_1,10.8951,3.01689,-12.8885,-2.09756,0.159628,1.90231,0.637845,0.159628
438,1247.050000,/tb3_0,/tb3_1,10.8999,2.0936,-13.101,-1.01484,0.143189,1.58451,0.712983,0.143189
439,1247.120000,/tb3_0,/tb3_1,10.6436,-0.699818,-13.1169,0.76609,0.239658,2.12625,3.39532,0.239658
440,1249.790000,/tb3_0,/tb3_1,1.80745,5.69976,-14.1287,-1.06686,-0.0192599,1.23028,1.10289,0.0192599
441,1249.820000,/tb3_0,/tb3_1,1.80745,5.69976,-13.0996,0.425895,0.144961,1.50502,0.629893,0.144961
442,1249.850000,/tb3_0,/tb3_1,1.80745,5.69976,-13.2977,-0.911596,0.120104,1.2406,0.736123,0.120104
443,1253.420000,/tb3_0,/tb3_1,7.40628,1.01213,-11.0866,-0.156049,0.0833438,1.11765,2.84047,0.0833438
444,1256.290000,/tb3_0,/tb3_1,1.80745,5.69672,-15.5218,3.21208,-0.230029,1.26761,2.66369,0.230029
445,1256.310000,/tb3_0,/tb3_1,1.80745,5.69672,-13.2342,0.540098,0.123543,1.65541,0.721145,0.123543
446,1256.340000,/tb3_0,/tb3_1,1.80745,5.69672,-13.0646,-1.78076,0.152068,1.30909,1.57355,0.152068
447,1260.050000,/tb3_0,/tb3_1,6.7586,-5.41326,-12.504,5.21845,0.276473,1.15903,7.76006,0.276473
448,1260.830000,/tb3_0,/tb3_1,11.0798,-2.94269,-14.4952,7.51297,-0.256502,1.12583,5.05938,0.256502
449,1260.890000,/tb3_0,/tb3_1,11.3654,-2.14153,-14.8323,7.10011,-0.284408,1.0828,4.42136,0.284408
450,1260.930000,/tb3_0,/tb3_1,10.8102,-3.55807,-14.327,7.63753,-0.214942,1.17808,5.57577,0.214942
451,1261.020000,/tb3_0,/tb3_1,11.3538,-2.9454,-13.9464,8.84206,-0.384216,1.0804,5.15533,0.384216
452,1263.660000,/tb3_0,/tb3_1,1.8057,5.7049,-9.96011,-7.87432,0.32401,1.13971,7.88918,0.32401
453,1263.690000,/tb3_0,/tb3_1,1.8057,5.7049,-13.1683,0.498045,0.12913,1.53846,0.687981,0.12913
454,1267.370000,/tb3_0,/tb3_1,0.0981922,4.89868,-13.7447,10.3317,1.20144,1.16279,19.485,1.20144
455,1267.510000,/tb3_0,/tb3_1,-1.96728,-12.043,-10.6517,12.4177,0.687181,1.02662,18.0011,0.687181
456,1267.740000,/tb3_0,/tb3_1,-2.71685,-12.1757,-10.4473,12.8441,0.713476,1.00334,18.5864,0.713476
457,1267.960000,/tb3_0,/tb3_1,11.0035,7.05274,-16.3521,-3.71881,-0.128979,1.05809,5.41519,0.128979
458,1271.020000,/tb3_0,/tb3_1,1.81034,5.70545,-13.3191,0.916334,0.102178,1.36364,1.07497,0.102178
459,1271.050000,/tb3_0,/tb3_1,1.81034,5.70545,-13.9479,1.42414,-0.0265944,1.01504,1.38893,0.0265944
460,1274.590000,/tb3_0,/tb3_1,11.4943,7.1992,-18.0463,2.86428,-0.633418,1.02317,5.70358,0.633418
461,1274.930000,/tb3_0,/tb3_1,8.84328,-1.28099,-13.4153,2.71666,0.0482166,1.19565,3.20807,0.0482166
462,1274.980000,/tb3_0,/tb3_1,3.97037,-8.99724,-11.4308,8.86075,0.363546,1.03746,12.1779,0.363546
463,1275.030000,/tb3_0,/tb3_1,6.83349,-5.77747,-11.8068,7.05832,0.0824666,1.01828,8.086,0.0824666
464,1275.090000,/tb3_0,/tb3_1,3.83487,-9.1316,-11.4127,8.97617,0.372048,1.08571,12.3592,0.372048
465,1275.170000,/tb3_0,/tb3_1,5.89386,-7.0122,-11.1314,8.20419,0.10728,1.13879,9.57246,0.10728
466,1275.350000,/tb3_0,/tb3_1,-3.24121,3.66096,-10.5167,10.787,0.45516,1.16197,14.8619,0.45516
467,1275.870000,/tb3_0,/tb3_1,11.3993,-1.59083,-15.1643,6.2437,-0.251757,1.05263,3.95192,0.251757
468,1275.920000,/tb3_0,/tb3_1,11.3472,-2.07316,-15.1687,6.29898,-0.213993,1.07807,4.35717,0.213993
469,1275.980000,/tb3_0,/tb3_1,-4.77108,1.06997,-14.7773,6.58464,-0.170365,1.18541,4.98657,0.170365
470,1276.090000,/tb3_0,/tb3_1,11.715,-1.64239,-14.7979,7.72127,-0.378767,1.10565,4.15792,0.378767
471,1278.790000,/tb3_0,/tb3_1,1.80636,5.7031,-12.7708,-4.24295,0.107844,1.19454,4.12623,0.107844
472,1278.820000,/tb3_0,/tb3_1,1.80636,5.7031,-12.2792,-2.27634,0.259182,1.39831,2.01371,0.259182
473,1278.850000,/tb3_0,/tb3_1,1.80636,5.7031,-13.305,-1.34761,0.11169,1.1588,1.18279,0.11169
474,1282.340000,/tb3_0,/tb3_1,11.2834,7.80933,-18.2365,1.24674,-0.560432,1.15909,6.21548,0.560432
475,1282.390000,/tb3_0,/tb3_1,-4.76791,-1.1155,-18.7258,2.6642,-0.620277,1.12426,6.27715,0.620277
476,1282.520000,/tb3_0,/tb3_1,9.16349,-6.80269,-15.6285,4.51451,0.404186,1.06218,8.67187,0.404186
477,1282.760000,/tb3_0,/tb3_1,-3.32346,-11.6118,-13.9473,9.42405,1.1732,1.07735,18.5825,1.1732
478,1282.830000,/tb3_0,/tb3_1,5.01286,-8.03203,-11.5966,8.16284,0.284927,1.03746,10.8539,0.284927
479,1282.880000,/tb3_0,/tb3_1,3.92474,-9.09802,-11.5684,8.83595,0.382986,1.03746,12.2854,0.382986
480,1282.950000,/tb3_0,/tb3_1,1.59442,-10.5961,-10.8753,10.497,0.484606,1.09023,14.7412,0.484606
481,1283.180000,/tb3_0,/tb3_1,0.172136,-11.257,-10.6736,11.2967,0.56213,1.16364,16.0822,0.56213
482,1283.710000,/tb3_0,/tb3_1,11.1426,-2.12617,-15.0222,6.17094,-0.200929,1.00334,4.32556,0.200929
483,1283.760000,/tb3_0,/tb3_1,-1.44755,-13.7222,-12.903,12.8298,0.757315,1.02857,19.0304,0.757315
484,1283.890000,/tb3_0,/tb3_1,11.4968,-1.90059,-14.7072,7.53611,-0.344571,1,4.27438,0.344571
485,1286.570000,/tb3_0,/tb3_1,1.80688,5.70735,-9.27602,-8.76521,0.357538,1.00372,8.88643,0.357538
486,1286.610000,/tb3_0,/tb3_1,1.80688,5.70735,-13.3411,0.71189,0.0982506,1.36029,0.866334,0.0982506
487,1288.830000,/tb3_0,/tb3_1,8.25435,8.16876,-10.2176,-7.74464,0.197343,1.14094,6.60163,0.197343
488,1290.840000,/tb3_0,/tb3_1,1.805,5.70462,-13.0433,-3.65214,0.084711,1.16935,3.55079,0.084711
489,1290.880000,/tb3_0,/tb3_1,1.805,5.70462,-12.8825,-0.689216,0.180164,1.27273,0.46285,0.180164
490,1296.230000,/tb3_0,/tb3_1,1.80936,5.70695,-11.4881,-6.15367,0.212648,1.09023,6.0348,0.212648
491,1296.260000,/tb3_0,/tb3_1,1.80936,5.70695,-12.8392,-0.942445,0.191878,1.45161,0.703229,0.191878
492,1302.070000,/tb3_0,/tb3_1,1.80332,5.70887,-12.9906,-0.60232,0.171596,1.51751,0.378324,0.171596
493,1307.420000,/tb3_0,/tb3_1,1.80363,5.70842,-13.3082,0.548873,0.10802,1.47826,0.713102,0.10802
494,1312.880000,/tb3_0,/tb3_1,1.80214,5.70634,-13.2346,-3.36045,0.0645604,1.06122,3.27975,0.0645604
495,1312.910000,/tb3_0,/tb3_1,1.80214,5.70634,-13.3429,0.563644,0.107911,1.3879,0.725253,0.107911
496,1318.290000,/tb3_0,/tb3_1,1.80376,5.70961,-14.177,-1.35697,-0.033722,1.01504,1.42111,0.033722
497,1318.320000,/tb3_0,/tb3_1,1.80376,5.70961,-12.8528,-1.08886,0.193836,1.17241,0.848452,0.193836
498,1323.710000,/tb3_0,/tb3_1,1.80388,5.70428,-13.1652,-3.5029,0.0733664,1.08871,3.41097,0.0733664
499,1323.750000,/tb3_0,/tb3_1,1.80388,5.70428,-12.9154,-0.628772,0.172642,1.40078,0.411127,0.172642
500,1323.780000,/tb3_0,/tb3_1,1.80388,5.70428,-14.1157,1.4505,-0.0378729,1,1.38166,0.0378729
501,1329.060000,/tb3_0,/tb3_1,1.80407,5.7139,-11.4666,-6.14984,0.211377,1.14068,6.03888,0.211377
502,1329.100000,/tb3_0,/tb3_1,1.80407,5.7139,-13.0717,-0.264041,0.153928,1.40496,0.063104,0.153928
503,1334.420000,/tb3_0,/tb3_1,1.80481,5.71307,-13.301,-3.16702,0.0622389,1.12727,3.08463,0.0622389
504,1334.450000,/tb3_0,/tb3_1,1.80481,5.71307,-13.3324,0.737818,0.106813,1.43969,0.898964,0.106813
505,1339.760000,/tb3_0,/tb3_1,1.80383,5.71037,-12.8076,-0.938398,0.196526,1.65289,0.697403,0.196526
506,1344.910000,/tb3_0,/tb3_1,1.80316,5.71271,-12.2681,-2.11665,0.266244,1.36882,1.8509,0.266244
507,1344.940000,/tb3_0,/tb3_1,1.80316,5.71271,-13.3782,-1.031,0.109794,1.12971,0.86795,0.109794
508,1345.720000,/tb3_0,/tb3_1,1.80316,5.71271,-11.7962,-5.78464,0.181899,1.01942,5.66865,0.181899
509,1350.170000,/tb3_0,/tb3_1,1.80413,5.71113,-12.4329,-4.46192,0.133501,1.22302,4.34518,0.133501
510,1350.200000,/tb3_0,/tb3_1,1.80413,5.71113,-13.0216,0.169814,0.140926,1.62069,0.399321,0.140926
511,1351.050000,/tb3_0,/tb3_1,1.80413,5.71113,-12.6593,-4.56622,0.117393,1,4.44342,0.117393
512,1355.380000,/tb3_0,/tb3_1,1.80675,5.7185,-12.9777,-3.7745,0.0987964,1.09023,3.65194,0.0987964
513,1355.410000,/tb3_0,/tb3_1,1.80675,5.7185,-12.985,-0.49948,0.179175,1.52727,0.271057,0.179175
514,1360.570000,/tb3_0,/tb3_1,1.80701,5.72884,-13.1606,-3.38691,0.0819304,1.19522,3.27857,0.0819304
515,1360.590000,/tb3_0,/tb3_1,1.80701,5.72884,-13.593,3.13028,-0.00855256,1.43426,3.1478,0.00855256
516,1360.620000,/tb3_0,/tb3_1,1.80701,5.72884,-13.4191,-0.716352,0.0965246,1.00806,0.569235,0.0965246
517,1365.830000,/tb3_0,/tb3_1,1.80563,5.72455,-13.5236,-2.46465,0.0419017,1.14173,2.40555,0.0419017
518,1365.860000,/tb3_0,/tb3_1,1.80563,5.72455,-13.1108,0.33664,0.141602,1.56997,0.537901,0.141602
519,1365.890000,/tb3_0,/tb3_1,1.80563,5.72455,-13.686,3.02448,-0.105895,1.17438,2.94532,0.105895
520,1366.710000,/tb3_0,/tb3_1,1.80563,5.72455,-13.1113,-3.56774,0.0767057,1.08787,3.47478,0.0767057
521,1371.050000,/tb3_0,/tb3_1,1.80558,5.71943,-10.2774,-7.56111,0.296701,1.11524,7.54523,0.296701
522,1371.070000,/tb3_0,/tb3_1,1.80558,5.71943,-12.7247,-1.24135,0.212272,1.38462,0.989771,0.212272
523,1371.100000,/tb3_0,/tb3_1,1.80558,5.71943,-13.0296,-1.61453,0.136304,1,1.43313,0.136304
524,1376.410000,/tb3_0,/tb3_1,1.8044,5.71968,-13.2376,0.488132,0.11857,1.44068,0.665449,0.11857
525,1376.440000,/tb3_0,/tb3_1,1.8044,5.71968,-12.8569,-2.28245,0.172928,1.10092,2.06151,0.172928
526,1377.200000,/tb3_0,/tb3_1,1.8044,5.71968,-13.0902,-2.70455,0.0234324,1.00917,2.77437,0.0234324
527,1381.590000,/tb3_0,/tb3_1,1.80492,5.72464,-13.0363,-3.51844,0.081131,1.08871,3.42676,0.081131
528,1381.620000,/tb3_0,/tb3_1,1.80492,5.72464,-13.3958,1.15711,0.085637,1.27273,1.29502,0.085637
529,1386.750000,/tb3_0,/tb3_1,1.80648,5.72308,-13.7768,-1.7313,-0.00423417,1.12903,1.75651,0.00423417
530,1386.780000,/tb3_0,/tb3_1,1.80648,5.72308,-13.4807,1.65255,0.0598712,1.3879,1.75897,0.0598712
531,1391.870000,/tb3_0,/tb3_1,1.80266,5.71809,-9.3471,-8.49662,0.35411,1.05058,8.61493,0.35411
532,1391.890000,/tb3_0,/tb3_1,1.80266,5.71809,-13.2306,0.468083,0.12266,1.11511,0.648123,0.12266
533,1392.690000,/tb3_0,/tb3_1,1.80266,5.71809,-14.9966,3.15065,-0.244433,1.02679,2.5662,0.244433
534,1397.370000,/tb3_0,/tb3_1,1.80296,5.71936,-10.6537,-7.14604,0.272095,1.01695,7.08949,0.272095
535,1397.390000,/tb3_0,/tb3_1,1.80296,5.71936,-13.2976,0.677018,0.109906,1.6129,0.842715,0.109906
536,1398.180000,/tb3_0,/tb3_1,1.80296,5.71936,-11.8584,-3.40917,0.0671425,1.06977,3.73806,0.0671425
537,1402.580000,/tb3_0,/tb3_1,1.80441,5.72803,-13.5368,-2.2564,0.0303057,1.03306,2.2232,0.0303057
538,1402.600000,/tb3_0,/tb3_1,1.80441,5.72803,-13.3967,1.41318,0.0824009,1.3308,1.54737,0.0824009
539,1402.640000,/tb3_0,/tb3_1,1.80441,5.72803,-13.5192,-0.369293,0.0784368,1.05058,0.246935,0.0784368
540,1403.380000,/tb3_0,/tb3_1,1.80441,5.72803,-13.599,-2.51186,0.0226476,1.00418,2.48725,0.0226476
541,1407.750000,/tb3_0,/tb3_1,1.80345,5.72344,-13.2411,-3.02336,0.0705811,1.06464,2.93148,0.0705811
542,1407.780000,/tb3_0,/tb3_1,1.80345,5.72344,-13.4909,2.16151,0.0483088,1.61538,2.25375,0.0483088
543,1413.030000,/tb3_0,/tb3_1,1.80746,5.73381,-13.2583,0.656075,0.124082,1.43426,0.835887,0.124082
544,1413.070000,/tb3_0,/tb3_1,1.80746,5.73381,-13.0396,-1.70209,0.155005,1.04839,1.49275,0.155005
545,1413.840000,/tb3_0,/tb3_1,1.80746,5.73381,-12.4763,-4.91014,0.141973,1.10048,4.76294,0.141973
546,1418.000000,/tb3_0,/tb3_1,1.80483,5.72069,-12.8014,-0.513499,0.191268,1.42857,0.285613,0.191268
547,1418.830000,/tb3_0,/tb3_1,1.80483,5.72069,-14.1096,-1.15194,-0.0348791,1.21339,1.2216,0.0348791
548,1423.170000,/tb3_0,/tb3_1,1.80346,5.72997,-10.9445,-6.80125,0.261529,1.11538,6.70272,0.261529
549,1423.200000,/tb3_0,/tb3_1,1.80346,5.72997,-13.2448,0.730395,0.118604,1.39706,0.905835,0.118604
550,1423.220000,/tb3_0,/tb3_1,1.80346,5.72997,-13.7096,0.105448,0.0529997,1.03004,0.193576,0.0529997
551,1428.260000,/tb3_0,/tb3_1,1.80567,5.73114,-12.8753,-3.81056,0.10525,1.23506,3.68838,0.10525
552,1428.290000,/tb3_0,/tb3_1,1.80567,5.73114,-13.3792,1.34675,0.0863418,1.31579,1.48595,0.0863418
553,1428.310000,/tb3_0,/tb3_1,1.80567,5.73114,-13.8136,1.75841,-0.038343,1.15242,1.73293,0.038343
554,1429.100000,/tb3_0,/tb3_1,1.80567,5.73114,-13.7518,-1.96342,-0.00243659,1.18644,1.98522,0.00243659
555,1433.340000,/tb3_0,/tb3_1,1.80563,5.72392,-12.8099,-3.99382,0.115375,1.02662,3.85909,0.115375
556,1433.370000,/tb3_0,/tb3_1,1.80563,5.72392,-13.2225,0.627145,0.125695,1.63498,0.809641,0.125695
557,1433.390000,/tb3_0,/tb3_1,1.80563,5.72392,-13.7735,0.213738,0.0486673,1.16071,0.299716,0.0486673
558,1438.440000,/tb3_0,/tb3_1,1.80735,5.73567,-12.7214,-4.2742,0.12518,1.05058,4.12998,0.12518
559,1438.470000,/tb3_0,/tb3_1,1.80735,5.73567,-13.1108,0.151959,0.146775,1.2892,0.355962,0.146775
560,1443.370000,/tb3_0,/tb3_1,1.80697,5.73544,-13.0928,-3.12788,0.070509,1.00719,3.05578,0.070509
561,1443.400000,/tb3_0,/tb3_1,1.80697,5.73544,-13.2377,0.535143,0.125346,1.25984,0.716721,0.125346
562,1448.480000,/tb3_0,/tb3_1,1.80515,5.73674,-12.7284,-4.06231,0.116373,1.13971,3.93647,0.116373
563,1448.510000,/tb3_0,/tb3_1,1.80515,5.73674,-13.4714,1.57808,0.0727607,1.12903,1.69749,0.0727607
564,1449.230000,/tb3_0,/tb3_1,1.80515,5.73674,-14.5683,2.07489,-0.190299,1.08696,1.70028,0.190299
565,1453.370000,/tb3_0,/tb3_1,1.80602,5.73572,-12.4889,-4.44567,0.148873,1.10294,4.28931,0.148873
566,1453.400000,/tb3_0,/tb3_1,1.80602,5.73572,-12.9293,0.0162966,0.169031,1.36691,0.251445,0.169031
567,1453.420000,/tb3_0,/tb3_1,1.80602,5.73572,-12.9062,-1.90161,0.178579,1.05058,1.67266,0.178579
568,1454.190000,/tb3_0,/tb3_1,1.80602,5.73572,-12.7747,-4.34425,0.123389,1.13122,4.19616,0.123389
569,1458.460000,/tb3_0,/tb3_1,1.80616,5.73454,-12.7718,-3.94512,0.111413,1.09155,3.82401,0.111413
570,1458.480000,/tb3_0,/tb3_1,1.80616,5.73454,-13.2185,0.396478,0.135158,1.19454,0.587605,0.135158
571,1458.510000,/tb3_0,/tb3_1,1.80616,5.73454,-13.223,-1.17673,0.122069,1.00418,1.0016,0.122069
572,1459.260000,/tb3_0,/tb3_1,1.80616,5.73454,-12.8587,-4.06756,0.0982027,1.1588,3.9594,0.0982027
573,1463.670000,/tb3_0,/tb3_1,1.80598,5.72773,-12.984,-3.54444,0.0920564,1.04089,3.43662,0.0920564
574,1463.700000,/tb3_0,/tb3_1,1.80598,5.72773,-13.1918,0.593374,0.125471,1.5493,0.778194,0.125471
575,1463.730000,/tb3_0,/tb3_1,1.80598,5.72773,-13.739,0.247439,0.0450313,1.12971,0.322933,0.0450313
576,1464.530000,/tb3_0,/tb3_1,1.80598,5.72773,-13.0377,-4.11576,0.0990819,1.17155,3.98403,0.0990819
577,1468.710000,/tb3_0,/tb3_1,1.80757,5.73997,-13.3776,1.22111,0.0882468,1.3308,1.36249,0.0882468
578,1469.510000,/tb3_0,/tb3_1,1.80757,5.73997,-13.246,-3.37849,0.0604602,1.04348,3.30454,0.0604602
579,1473.880000,/tb3_0,/tb3_1,1.80762,5.73507,-12.612,-4.45329,0.134003,1.03448,4.30599,0.134003
580,1473.900000,/tb3_0,/tb3_1,1.80762,5.73507,-13.3071,0.809134,0.111549,1.34545,0.975669,0.111549
581,1474.730000,/tb3_0,/tb3_1,1.80762,5.73507,-13.1982,-3.40224,0.0637643,1.31068,3.32697,0.0637643
582,1479.150000,/tb3_0,/tb3_1,1.80625,5.7293,-11.8736,-2.30701,0.293526,1.33803,2.06687,0.293526
583,1490.060000,/tb3_0,/tb3_1,1.80329,5.73337,-13.6433,-2.29563,0.02425,1.01167,2.26403,0.02425
584,1495.060000,/tb3_0,/tb3_1,1.80371,5.74376,-12.5303,-4.41641,0.124088,1.04839,4.30232,0.124088
585,1500.250000,/tb3_0,/tb3_1,1.80516,5.73462,-13.0136,-1.57357,-0.0114915,1.01695,1.91055,0.0114915
586,1510.880000,/tb3_0,/tb3_1,1.80655,5.74066,-12.7311,-4.28403,0.119192,1.02326,4.14976,0.119192
