result_index,generate_time,from_robot,to_robot,x,y,tx,ty,r,match_score,t_error,r_error
24,658.620000,/tb3_0,/tb3_1,5.16921,2.66572,-13.7783,-1.15487,-0.00464876,2.02765,1.20193,0.00464876
25,717.680000,/tb3_0,/tb3_1,8.50967,1.42208,-13.2319,-1.00898,0.134045,1.91375,0.514825,0.134045
26,717.720000,/tb3_0,/tb3_1,8.50967,1.42208,-14.8391,0.741312,-0.0752663,1.91943,0.762547,0.0752663
27,717.770000,/tb3_0,/tb3_1,8.50967,1.42208,-15.298,0.0854286,0.00208893,1.53614,1.30512,0.00208893
28,745.420000,/tb3_0,/tb3_1,-13.2355,2.47088,-14.5613,-0.590991,-0.0631,1.66976,0.747008,0.0631
29,779.750000,/tb3_0,/tb3_1,3.41132,4.44845,-13.3101,-0.0801873,0.123911,1.6,0.32777,0.123911
30,781.960000,/tb3_0,/tb3_1,2.58027,3.93396,-13.297,-1.34828,0.131274,1.71806,1.05746,0.131274
31,794.220000,/tb3_0,/tb3_1,3.42159,1.82115,-14.2264,0.114472,0.124203,1.80451,0.709783,0.124203
32,795.090000,/tb3_0,/tb3_1,2.30648,3.03062,-12.4757,-1.18883,0.268778,1.65323,0.935318,0.268778
33,795.130000,/tb3_0,/tb3_1,1.92484,2.39783,-11.9402,-0.599752,0.385026,1.53846,1.01968,0.385026
34,810.130000,/tb3_0,/tb3_1,-10.3061,5.34104,-13.4845,1.37638,0.229396,99,2.05887,0.229396
35,810.130000,/tb3_0,/tb3_1,-10.8473,3.33647,-13.7265,-0.403127,0.0744524,99,0.194991,0.0744524
36,810.130000,/tb3_0,/tb3_1,4.14761,4.46961,-13.3375,-0.959373,0.0884324,99,0.743911,0.0884324
37,810.130000,/tb3_0,/tb3_1,3.15739,4.50731,-13.9567,0.545703,-0.0242924,99,0.492048,0.0242924
38,810.130000,/tb3_0,/tb3_1,3.1401,4.49987,-13.8675,0.449321,-0.0210299,99,0.444335,0.0210299
39,848.490000,/tb3_0,/tb3_1,2.77816,4.66195,-13.5916,-0.396052,0.0442116,99,0.347451,0.0442116
40,848.490000,/tb3_0,/tb3_1,-9.57342,4.29807,-13.4579,0.0190008,0.0618208,99,0.302064,0.0618208
41,848.490000,/tb3_0,/tb3_1,2.86844,4.64754,-13.165,-1.59157,0.118419,99,1.34071,0.118419
42,848.490000,/tb3_0,/tb3_1,2.62306,4.67577,-13.4362,-0.593448,0.0564583,99,0.540922,0.0564583
43,889.640000,/tb3_0,/tb3_1,-10.2231,3.13353,-14.1372,-1.92358,-0.101764,99,2.07375,0.101764
44,889.640000,/tb3_0,/tb3_1,0.34598,4.51573,-13.3508,-1.44769,0.113978,99,1.36639,0.113978
45,889.640000,/tb3_0,/tb3_1,-10.5708,2.47011,-14.452,-2.50002,-0.165338,99,2.74216,0.165338
46,889.640000,/tb3_0,/tb3_1,0.724458,4.45679,-12.9741,-1.95898,0.15468,99,1.88274,0.15468
47,889.640000,/tb3_0,/tb3_1,1.03035,4.41301,-13.2115,-1.86106,0.138348,99,1.76932,0.138348
48,893.900000,/tb3_0,/tb3_1,0.867701,-1.66302,-12.6807,4.67891,0.779819,1.54362,6.18842,0.779819
49,899.220000,/tb3_0,/tb3_1,2.89742,1.64978,-13.1357,1.7591,0.229231,1.64859,2.41007,0.229231
50,900.570000,/tb3_0,/tb3_1,2.93384,4.19143,-12.841,-0.617477,0.176556,1.64969,0.412629,0.176556
51,919.310000,/tb3_0,/tb3_1,-10.5338,4.46234,-13.5826,-0.615544,0.0322777,99,27.7267,0.0322777
52,948.940000,/tb3_0,/tb3_1,2.92515,1.0683,-14.2726,2.26799,-0.0060328,1.72414,2.26602,0.0060328
53,949.720000,/tb3_0,/tb3_1,2.31615,6.37299,-14.0613,-2.89265,-0.0641985,1.60142,3.07355,0.0641985
54,949.740000,/tb3_0,/tb3_1,2.47347,4.41986,-13.7984,-1.11022,0.00364419,2.07746,1.11674,0.00364419
55,949.960000,/tb3_0,/tb3_1,2.25409,1.97324,-13.1788,0.952756,0.19132,1.73633,1.40497,0.19132
56,955.880000,/tb3_0,/tb3_1,3.22002,1.71209,-14.5762,1.67226,-0.0510705,1.65,1.58431,0.0510705
57,956.660000,/tb3_0,/tb3_1,2.53095,4.30035,-13.7798,-1.09671,0.00559712,2.24138,1.10022,0.00559712
58,956.890000,/tb3_0,/tb3_1,2.26188,1.718,-13.1331,1.07125,0.207159,2.09239,1.57022,0.207159
59,963.550000,/tb3_0,/tb3_1,-11.2211,3.27206,-13.7508,-0.503134,0.0140722,1.77258,0.508203,0.0140722
60,963.780000,/tb3_0,/tb3_1,2.27428,1.37322,-13.2404,1.33617,0.189818,1.91429,1.8003,0.189818
61,996.000000,/tb3_0,/tb3_1,3.57358,3.10905,-13.8852,0.149377,-0.0728199,1.97095,0.352188,0.0728199
62,1020.670000,/tb3_0,/tb3_1,2.63839,3.06254,-12.5509,-2.27768,0.281435,2.05036,1.73731,0.281435
63,1020.830000,/tb3_0,/tb3_1,2.63839,3.06254,-13.8525,-0.474513,0.021442,2.28739,0.426457,0.021442
64,1020.860000,/tb3_0,/tb3_1,2.63839,3.06254,-13.7073,-0.834598,0.0421369,2.15297,0.743895,0.0421369
65,1020.900000,/tb3_0,/tb3_1,2.63839,3.06254,-13.7069,-1.15924,0.0364243,2.10396,1.08026,0.0364243
66,1024.670000,/tb3_0,/tb3_1,2.61722,3.26267,-12.712,5.70292,0.0194816,1.73184,5.88203,0.0194816
67,1032.170000,/tb3_0,/tb3_1,2.74344,3.23288,-13.4422,-2.62166,0.0687699,1.88312,2.46288,0.0687699
68,1032.320000,/tb3_0,/tb3_1,2.74344,3.23288,-14.3712,-1.25843,-0.152603,2.13115,1.71531,0.152603
69,1032.350000,/tb3_0,/tb3_1,2.74344,3.23288,-14.1938,-1.667,-0.129387,1.72932,2.05778,0.129387
70,1032.380000,/tb3_0,/tb3_1,2.74344,3.23288,-14.4679,-1.3858,-0.174903,1.83607,1.91325,0.174903
71,1039.830000,/tb3_0,/tb3_1,2.73234,3.31296,-13.4267,-0.91808,-0.0562647,1.50307,1.31542,0.0562647
72,1097.220000,/tb3_0,/tb3_1,2.79536,2.76017,-13.3782,-1.00424,0.159514,2.15434,0.613354,0.159514
73,1097.400000,/tb3_0,/tb3_1,2.79536,2.76017,-13.899,-0.556696,-0.00462366,1.78707,0.580885,0.00462366
74,1097.420000,/tb3_0,/tb3_1,2.79536,2.76017,-13.3102,-2.00123,0.0809073,1.61538,1.84207,0.0809073
75,1097.450000,/tb3_0,/tb3_1,2.79536,2.76017,-13.6162,-1.57322,0.0301696,1.62338,1.51992,0.0301696
76,1110.070000,/tb3_0,/tb3_1,2.6994,2.80487,-13.5266,-0.496619,0.0993931,99,0.225007,0.0993931
77,1110.070000,/tb3_0,/tb3_1,2.63775,3.06442,-13.511,-0.907202,0.120326,99,0.567658,0.120326
78,1110.070000,/tb3_0,/tb3_1,2.62102,3.16245,-13.9679,4.59769,-0.207445,99,3.95832,0.207445
79,1110.070000,/tb3_0,/tb3_1,3.06108,3.85603,-13.298,-0.626355,0.104854,99,0.431678,0.104854
80,1111.160000,/tb3_0,/tb3_1,3.09059,3.8044,-13.4875,0.00753877,0.0477268,1.51093,0.360492,0.0477268
81,1177.230000,/tb3_0,/tb3_1,9.84515,-1.23823,-13.6824,2.01418,0.158134,1.54717,3.60116,0.158134
82,1195.390000,/tb3_0,/tb3_1,9.99649,-0.525966,-13.7569,0.998706,0.193175,1.64905,2.93184,0.193175
83,1195.430000,/tb3_0,/tb3_1,9.66294,-1.83683,-13.6551,3.11883,0.114866,1.68508,4.26686,0.114866
84,1201.450000,/tb3_0,/tb3_1,2.60071,3.71699,-12.5369,-4.53366,0.183222,1.78988,4.18835,0.183222
85,1212.620000,/tb3_0,/tb3_1,4.07004,2.12431,-14.0537,1.07721,-0.0564245,1.83066,0.846407,0.0564245
86,1212.660000,/tb3_0,/tb3_1,4.07004,2.12431,-14.0017,0.849496,-0.0310721,2.38014,0.724714,0.0310721
87,1225.710000,/tb3_0,/tb3_1,6.87765,1.508,-13.5251,4.23593,0.0221842,1.77898,4.4101,0.0221842
88,1225.770000,/tb3_0,/tb3_1,6.87765,1.508,-13.4056,-0.785868,0.149483,2.15164,0.367424,0.149483
89,1225.810000,/tb3_0,/tb3_1,6.87765,1.508,-13.1374,6.03277,-0.226691,1.72059,4.56509,0.226691
90,1225.860000,/tb3_0,/tb3_1,6.87765,1.508,-13.3787,2.41775,0.01947,2.17608,2.61882,0.01947
91,1237.500000,/tb3_0,/tb3_1,6.52904,1.51443,-12.8016,4.38792,0.0477895,1.50259,4.82942,0.0477895
92,1248.540000,/tb3_0,/tb3_1,4.12527,2.10295,-12.7984,3.83215,0.154004,1.67656,4.517,0.154004
93,1249.360000,/tb3_0,/tb3_1,4.12527,2.10295,-13.7214,-1.10027,-0.023931,1.75824,1.24355,0.023931
94,1249.410000,/tb3_0,/tb3_1,4.12527,2.10295,-13.7191,-1.14239,-0.0130949,2.32899,1.23562,0.0130949
95,1284.690000,/tb3_0,/tb3_1,4.71384,2.12972,-13.4461,-0.708455,0.071646,1.69916,0.541628,0.071646
96,1284.730000,/tb3_0,/tb3_1,4.71384,2.12972,-13.7179,0.304376,0.0128513,2.28374,0.444698,0.0128513
97,1284.780000,/tb3_0,/tb3_1,4.71384,2.12972,-13.7558,0.503474,0.0050133,2.56158,0.576461,0.0050133
98,1290.900000,/tb3_0,/tb3_1,7.44464,1.49863,-14.0931,-0.339454,-0.00912435,1.78125,0.415162,0.00912435
99,1293.050000,/tb3_0,/tb3_1,-6.44506,1.91725,-13.2683,-1.27009,0.126141,1.56584,0.641245,0.126141
100,1299.540000,/tb3_0,/tb3_1,7.79759,1.39652,-12.2572,-1.612,0.231678,2.24176,1.22195,0.231678
101,1299.630000,/tb3_0,/tb3_1,7.79759,1.39652,-14.4112,-0.640592,0.0997213,1.83673,0.602868,0.0997213
102,1299.660000,/tb3_0,/tb3_1,7.79759,1.39652,-15.1424,-0.794453,0.118023,2.16704,1.36587,0.118023
103,1300.760000,/tb3_0,/tb3_1,7.79759,1.39652,-11.1068,-2.96328,0.423935,1.63347,1.63295,0.423935
104,1300.790000,/tb3_0,/tb3_1,7.79759,1.39652,-14.3753,-0.594619,0.0372321,1.55378,0.529533,0.0372321
105,1306.010000,/tb3_0,/tb3_1,7.89664,6.96639,-15.0492,-1.59539,-0.452668,1.91244,5.87509,0.452668
106,1307.350000,/tb3_0,/tb3_1,-5.02889,0.456112,-13.528,1.10434,-0.152682,1.65541,0.624429,0.152682
107,1308.250000,/tb3_0,/tb3_1,-4.85705,1.38086,-11.7237,-0.524316,0.0338588,1.5331,2.24049,0.0338588
108,1308.370000,/tb3_0,/tb3_1,-4.96048,0.944142,-12.7636,0.250287,-0.05505,1.75159,1.31391,0.05505
109,1314.760000,/tb3_0,/tb3_1,8.98335,1.25883,-12.9257,-2.85427,0.366182,1.7833,0.280193,0.366182
110,1314.800000,/tb3_0,/tb3_1,8.98335,1.25883,-14.923,-1.12733,0.15687,2.21968,1.2573,0.15687
111,1314.850000,/tb3_0,/tb3_1,8.98335,1.25883,-15.2373,-1.78411,0.234225,1.53425,1.79461,0.234225
112,1314.890000,/tb3_0,/tb3_1,8.98335,1.25883,-15.9474,-1.9529,0.252527,1.8232,2.55927,0.252527
113,1316.030000,/tb3_0,/tb3_1,8.98335,1.25883,-13.7561,-0.75222,0.079454,1.68103,0.123434,0.079454
114,1327.840000,/tb3_0,/tb3_1,7.36799,1.39531,-11.1176,-2.78327,0.426913,1.58209,1.64952,0.426913
115,1327.900000,/tb3_0,/tb3_1,7.36799,1.39531,-13.3901,2.44885,0.0305449,1.97674,2.73205,0.0305449
116,1327.960000,/tb3_0,/tb3_1,7.36799,1.39531,-14.143,-2.08742,0.313258,1.63212,0.938601,0.313258
117,1329.080000,/tb3_0,/tb3_1,7.36799,1.39531,-12.0018,-1.19548,0.140185,1.50215,1.74029,0.140185
118,1352.920000,/tb3_0,/tb3_1,7.34797,1.4701,-11.866,-1.43816,0.210903,2.04878,1.66476,0.210903
119,1352.960000,/tb3_0,/tb3_1,7.34797,1.4701,-13.5923,0.0376882,0.00159118,2.28487,0.40839,0.00159118
120,1353.000000,/tb3_0,/tb3_1,7.34797,1.4701,-14.0005,-0.519734,0.0789465,2.17458,0.149869,0.0789465
121,1353.030000,/tb3_0,/tb3_1,7.34797,1.4701,-14.734,-0.666099,0.0972483,1.83505,0.912382,0.0972483
122,1353.050000,/tb3_0,/tb3_1,7.34797,1.4701,-15.7585,-0.718518,0.101254,1.72324,1.94481,0.101254
123,1354.080000,/tb3_0,/tb3_1,7.34797,1.4701,-13.9578,-0.499643,0.0164573,1.84136,0.379299,0.0164573
124,1354.120000,/tb3_0,/tb3_1,7.34797,1.4701,-12.3392,0.306393,-0.0758248,1.53226,1.76941,0.0758248
125,1578.650000,/tb3_0,/tb3_1,8.73086,2.72614,-13.5371,3.15501,-0.00928551,1.82654,3.11228,0.00928551
126,1578.700000,/tb3_0,/tb3_1,8.73086,2.72614,-13.4124,4.6028,-0.0680465,1.66898,4.073,0.0680465
127,1578.760000,/tb3_0,/tb3_1,8.73086,2.72614,-13.3267,4.71718,-0.0594852,1.76781,4.2727,0.0594852
128,1578.820000,/tb3_0,/tb3_1,8.73086,2.72614,-13.2786,4.41553,-0.0279843,1.67513,4.24514,0.0279843
129,1578.870000,/tb3_0,/tb3_1,8.73086,2.72614,-13.1656,4.73361,-0.0291876,1.51715,4.56924,0.0291876
130,1579.010000,/tb3_0,/tb3_1,8.73086,2.72614,-12.5294,0.570193,0.292672,1.53846,2.98964,0.292672
131,1599.000000,/tb3_0,/tb3_1,0.502376,5.18032,-12.2961,-3.25925,0.19039,1.52655,0.928754,0.19039
132,1618.120000,/tb3_0,/tb3_1,9.50915,5.34173,-12.9217,7.65417,-0.139998,1.55844,6.50928,0.139998
133,1715.420000,/tb3_0,/tb3_1,8.89977,1.92393,-13.82,3.83737,0.0519109,1.67421,4.2971,0.0519109
134,1764.410000,/tb3_0,/tb3_1,6.66456,3.19128,-13.1209,-5.30786,0.0175228,1.73267,5.25627,0.0175228
135,1764.470000,/tb3_0,/tb3_1,6.66456,3.19128,-12.2019,-6.5166,-0.0123632,1.59574,6.85015,0.0123632
136,1764.520000,/tb3_0,/tb3_1,6.66456,3.19128,-12.6383,-5.64994,-0.0563689,1.64577,6.22176,0.0563689
137,1803.460000,/tb3_0,/tb3_1,8.44964,1.62927,-13.7436,0.7568,0.0267713,1.88854,1.00453,0.0267713
138,1803.490000,/tb3_0,/tb3_1,8.44964,1.62927,-13.5363,2.73195,-0.0187964,1.71548,2.61963,0.0187964
139,1803.720000,/tb3_0,/tb3_1,8.44964,1.62927,-13.8521,-0.118981,0.0536688,1.83453,0.335439,0.0536688
140,1803.750000,/tb3_0,/tb3_1,8.44964,1.62927,-12.6475,3.66949,0.169398,1.55378,5.16018,0.169398
141,1804.170000,/tb3_0,/tb3_1,8.44964,1.62927,-13.5071,-0.236383,0.0447785,2.40469,0.434722,0.0447785
142,1804.240000,/tb3_0,/tb3_1,8.44964,1.62927,-13.6709,2.08431,0.00735369,1.83824,2.16967,0.00735369
143,1804.820000,/tb3_0,/tb3_1,8.44964,1.62927,-13.5912,0.286952,0.0972127,1.96141,1.1194,0.0972127
144,1805.300000,/tb3_0,/tb3_1,8.44964,1.62927,-12.957,1.98491,0.132723,1.61654,3.17923,0.132723
145,1805.340000,/tb3_0,/tb3_1,8.44964,1.62927,-12.941,1.21266,0.209618,1.70569,2.9836,0.209618
146,1805.390000,/tb3_0,/tb3_1,8.44964,1.62927,-13.1704,2.78678,0.129909,1.62069,3.9062,0.129909
147,1829.700000,/tb3_0,/tb3_1,9.40408,1.46794,-14.5064,1.46874,-0.147611,2.1913,0.398852,0.147611
148,1830.690000,/tb3_0,/tb3_1,9.40408,1.46794,-13.9031,-0.369048,0.0446471,1.57895,0.0539055,0.0446471
149,1830.750000,/tb3_0,/tb3_1,9.40408,1.46794,-14.0496,3.84134,-0.434338,1.59509,0.395898,0.434338
150,1838.090000,/tb3_0,/tb3_1,8.50967,1.42208,-12.7023,-0.628928,0.0466856,1.82119,1.24418,0.0466856
151,1838.930000,/tb3_0,/tb3_1,6.87765,1.508,-10.6111,-1.86799,0.233227,1.56997,2.87192,0.233227
152,1839.040000,/tb3_0,/tb3_1,-4.0529,1.79023,-11.7839,-1.31469,0.144318,2.21939,1.94531,0.144318
153,1839.060000,/tb3_0,/tb3_1,-3.77622,2.31755,-12.5582,-2.4939,0.278822,2.03057,0.751694,0.278822
154,1839.120000,/tb3_0,/tb3_1,-4.08921,1.70565,-11.379,-1.17564,0.123543,1.84136,2.40035,0.123543
155,1839.550000,/tb3_0,/tb3_1,-4.4277,0.16237,-13.7557,1.95054,-0.23497,1.72232,0.430505,0.23497
156,1952.170000,/tb3_0,/tb3_1,9.73416,1.57543,-14.3846,-0.471535,0.0373194,1.57025,0.463274,0.0373194
157,1975.830000,/tb3_0,/tb3_1,-3.445,-0.336115,-18.2381,2.76203,-1.2546,1.61094,15.0216,1.2546
158,1997.910000,/tb3_0,/tb3_1,11.3164,2.8827,-10.6954,-9.46319,0.485611,1.98,4.56119,0.485611
159,2011.870000,/tb3_0,/tb3_1,12.6157,2.62283,-13.9328,-0.108727,0.0138338,1.6242,0.0719746,0.0138338
160,2011.900000,/tb3_0,/tb3_1,12.6429,2.29364,-13.9335,0.0661721,0.0260521,1.61194,0.394738,0.0260521
161,2011.940000,/tb3_0,/tb3_1,12.6449,2.06891,-13.9026,0.0958332,0.0415636,1.59884,0.619461,0.0415636
162,2035.540000,/tb3_0,/tb3_1,9.22679,1.31265,-12.1423,-6.64362,0.0766629,1.67116,6.18761,0.0766629
163,2035.580000,/tb3_0,/tb3_1,9.22679,1.31265,-13.055,-4.30038,-0.0479825,1.71348,4.84813,0.0479825
164,2035.630000,/tb3_0,/tb3_1,9.22679,1.31265,-12.7012,14.413,-0.749743,1.56334,7.77846,0.749743
165,2035.680000,/tb3_0,/tb3_1,9.22679,1.31265,-13.102,-4.75676,-0.00773709,1.54696,4.9128,0.00773709
166,2035.740000,/tb3_0,/tb3_1,9.22679,1.31265,-13.1304,-5.00861,0.00599984,1.64306,5.02765,0.00599984
167,2042.660000,/tb3_0,/tb3_1,9.36268,2.51615,-14.0312,0.239762,-0.0386844,2.40525,0.137544,0.0386844
168,2047.720000,/tb3_0,/tb3_1,10.2821,1.84958,-12.9168,1.48704,0.130614,1.55,2.91001,0.130614
169,2065.070000,/tb3_0,/tb3_1,11.7624,-1.00953,-13.5323,3.94398,-0.120515,1.56398,2.55057,0.120515
170,2065.190000,/tb3_0,/tb3_1,11.8765,0.414417,-13.833,0.721548,0.0330056,2.23464,1.12289,0.0330056
171,2066.420000,/tb3_0,/tb3_1,11.659,2.67439,-13.5182,-1.61504,0.0403654,1.87773,1.20324,0.0403654
